Unique ID,Name,Gender,Age,Rec ID,Source ID,Nationality,Nationality Status,Position Assigned,Salary,BU ID,Time to Hire,Onboarding Date,Termination Date,Termination Reason,Left,Experience,Job Satisfaction,Absenteesm,OvertimeHours,Bonus,Total Salary,Position Status
20190642,Candidate20190642,Male,49,Hashim,6,China,Developing Country,Analyst,1071100,2,12,43756,,,,25,10,0.05,339,121034.3,1192134.3,Non Leadership Position
20190643,Candidate20190643,Female,24,Hashim,6,Japan,Developed Country,Associate,1041608,4,13,43753,,,,2,4,0.08,309,107285.624,1148893.624,Non Leadership Position
20190644,Candidate20190644,Male,44,Hashim,6,Brazil,Developing Country,MD,1877382,2,13,43809,,,,22,8,0.09,327,204634.638,2082016.638,Leadership Position
20190649,Candidate20190649,Male,35,Hashim,6,China,Developing Country,Analyst,1035851,3,16,43520,,,,9,8,0.08,358,123611.5527,1159462.553,Non Leadership Position
20190651,Candidate20190651,Male,45,Saksham,6,Japan,Developed Country,Associate,1222059,1,15,43523,,,,23,7,0.05,339,138092.667,1360151.667,Non Leadership Position
20190659,Candidate20190659,Female,26,Hashim,6,India,Developing Country,Analyst,931664,2,15,43639,,,,4,7,0.08,320,99377.49333,1031041.493,Non Leadership Position
20190665,Candidate20190665,Male,28,Khushi,6,USA,Developed Country,Associate,1376600,2,16,43590,,,,2,10,0.05,339,155555.8,1532155.8,Non Leadership Position
20190667,Candidate20190667,Male,55,Hashim,6,China,Developing Country,Analyst,1151635,4,14,43606,44034,Retirement,Left,31,2,0.09,317,121689.4317,1273324.432,Non Leadership Position
20190668,Candidate20190668,Male,47,Nirmit,6,China,Developing Country,Analyst,1080718,1,11,43771,,,,23,9,0.04,340,122481.3733,1203199.373,Non Leadership Position
20190670,Candidate20190670,Male,31,Saksham,6,Japan,Developed Country,Associate,1322739,2,15,43614,,,,8,9,0.04,338,149028.594,1471767.594,Non Leadership Position
20190677,Candidate20190677,Female,28,Khushi,6,Brazil,Developing Country,Associate,1106694,4,14,43490,,,,2,8,0.11,308,113620.584,1220314.584,Non Leadership Position
20190679,Candidate20190679,Male,41,Saksham,6,India,Developing Country,VP,2791328,5,17,43600,,,,16,9,0.09,300,279132.8,3070460.8,Leadership Position
20190684,Candidate20190684,Male,36,Hashim,6,Japan,Developed Country,Associate,1330065,3,12,43711,,,,14,9,0.04,331,146750.505,1476815.505,Non Leadership Position
20190686,Candidate20190686,Female,26,Khushi,6,USA,Developed Country,Associate,1111476,3,15,43551,,,,4,7,0.07,312,115593.504,1227069.504,Non Leadership Position
20190688,Candidate20190688,Female,27,Saksham,6,USA,Developed Country,Associate,1189333,4,12,43545,,,,1,3,0.1,311,123294.1877,1312627.188,Non Leadership Position
20190693,Candidate20190693,Male,35,Hashim,6,Japan,Developed Country,Associate,1274935,4,16,43606,,,,11,8,0.04,330,140242.85,1415177.85,Non Leadership Position
20190698,Candidate20190698,Male,48,Hashim,6,Japan,Developed Country,Analyst,1120838,3,14,43736,,,,22,10,0.08,354,132258.884,1253096.884,Non Leadership Position
20190699,Candidate20190699,Male,46,Kashish,6,China,Developing Country,Analyst,1122086,2,15,43663,,,,24,9,0.06,324,121185.288,1243271.288,Non Leadership Position
20190701,Candidate20190701,Female,29,Hashim,6,Japan,Developed Country,Analyst,979743,4,15,43770,,,,3,8,0.09,307,100260.367,1080003.367,Non Leadership Position
20190703,Candidate20190703,Male,23,Kashish,6,USA,Developed Country,Associate,1328130,1,14,43490,,,,1,10,0.09,360,159375.6,1487505.6,Non Leadership Position
20190704,Candidate20190704,Male,38,Hashim,4,USA,Developed Country,Associate,1276804,2,14,43503,,,,14,10,0.05,320,136192.4267,1412996.427,Non Leadership Position
20190710,Candidate20190710,Male,28,Hashim,6,USA,Developed Country,Associate,1360549,3,13,43641,,,,5,10,0.04,331,150113.9063,1510662.906,Non Leadership Position
20190711,Candidate20190711,Male,40,Kashish,6,Japan,Developed Country,Analyst,1014003,1,17,43568,,,,14,7,0.04,313,105794.313,1119797.313,Non Leadership Position
20190717,Candidate20190717,Female,22,Saksham,6,India,Developing Country,Analyst,980826,3,11,43679,,,,0,7,0.08,311,101678.962,1082504.962,Non Leadership Position
20190719,Candidate20190719,Male,24,Khushi,6,Japan,Developed Country,Analyst,1176212,2,11,43748,,,,2,7,0.08,302,118405.3413,1294617.341,Non Leadership Position
20190722,Candidate20190722,Male,53,Nirmit,6,Japan,Developed Country,Analyst,1100574,3,13,43729,,,,27,7,0.06,303,111157.974,1211731.974,Non Leadership Position
20190723,Candidate20190723,Female,51,Saksham,6,Japan,Developed Country,VP,2415289,5,13,43511,,,,29,5,0.1,310,249579.8633,2664868.863,Leadership Position
20190724,Candidate20190724,Male,52,Saksham,6,USA,Developed Country,Associate,1369987,4,14,43550,,,,30,7,0.07,323,147501.9337,1517488.934,Non Leadership Position
20190730,Candidate20190730,Female,28,Nirmit,6,Japan,Developed Country,Analyst,854047,4,16,43750,,,,4,3,0.08,307,87397.47633,941444.4763,Non Leadership Position
20190731,Candidate20190731,Male,30,Kashish,6,USA,Developed Country,Associate,1300795,1,14,43627,,,,4,7,0.06,347,150458.6217,1451253.622,Non Leadership Position
20190732,Candidate20190732,Male,42,Saksham,6,China,Developing Country,Associate,1266441,1,13,43573,,,,19,8,0.08,334,140997.098,1407438.098,Non Leadership Position
20190733,Candidate20190733,Female,25,Nirmit,2,Japan,Developed Country,Analyst,944230,1,14,43520,,,,3,5,0.07,312,98199.92,1042429.92,Non Leadership Position
20190737,Candidate20190737,Male,33,Nirmit,6,Japan,Developed Country,Analyst,1066247,2,16,43804,,,,8,9,0.05,359,127594.2243,1193841.224,Non Leadership Position
20190740,Candidate20190740,Male,51,Hashim,6,USA,Developed Country,Associate,1201575,2,15,43634,,,,26,7,0.06,325,130170.625,1331745.625,Non Leadership Position
20190742,Candidate20190742,Male,40,Saksham,5,China,Developing Country,Associate,1248795,2,16,43546,,,,14,8,0.05,334,139032.51,1387827.51,Non Leadership Position
20190749,Candidate20190749,Male,31,Kashish,6,Japan,Developed Country,Analyst,1151016,3,12,43554,,,,7,8,0.06,304,116636.288,1267652.288,Non Leadership Position
20190751,Candidate20190751,Female,22,Nirmit,6,USA,Developed Country,Associate,1060130,3,13,43591,,,,0,3,0.08,309,109193.39,1169323.39,Non Leadership Position
20190753,Candidate20190753,Female,22,Hashim,6,China,Developing Country,Associate,1144874,3,13,43755,,,,0,6,0.09,303,115632.274,1260506.274,Non Leadership Position
20190761,Candidate20190761,Male,27,Kashish,6,Japan,Developed Country,Analyst,1154447,4,16,43652,,,,4,10,0.08,309,118908.041,1273355.041,Non Leadership Position
20190764,Candidate20190764,Male,35,Kashish,6,USA,Developed Country,Associate,1317645,4,14,43682,,,,13,7,0.06,335,147137.025,1464782.025,Non Leadership Position
20190766,Candidate20190766,Female,29,Hashim,6,Brazil,Developing Country,Analyst,810085,4,11,43678,,,,7,6,0.09,306,82628.67,892713.67,Non Leadership Position
20190767,Candidate20190767,Male,53,Khushi,6,Japan,Developed Country,Analyst,1162412,1,16,43492,,,,30,7,0.06,315,122053.26,1284465.26,Non Leadership Position
20190779,Candidate20190779,Male,30,Kashish,6,Brazil,Developing Country,Associate,1251780,1,14,43716,,,,5,10,0.09,331,138113.06,1389893.06,Non Leadership Position
20190780,Candidate20190780,Male,38,Khushi,6,Brazil,Developing Country,MD,1985503,3,12,43499,,,,16,7,0.09,305,201859.4717,2187362.472,Leadership Position
20190782,Candidate20190782,Male,39,Khushi,6,USA,Developed Country,Associate,1281772,1,15,43536,,,,16,7,0.09,303,129458.972,1411230.972,Non Leadership Position
20190783,Candidate20190783,Male,31,Saksham,1,Japan,Developed Country,Analyst,1091521,2,12,43774,,,,9,7,0.04,336,122250.352,1213771.352,Non Leadership Position
20190786,Candidate20190786,Male,47,Saksham,6,USA,Developed Country,Associate,1395817,2,13,43578,,,,23,8,0.04,319,148421.8743,1544238.874,Non Leadership Position
20190792,Candidate20190792,Male,36,Saksham,6,Japan,Developed Country,Analyst,1063010,3,14,43594,,,,13,10,0.07,328,116222.4267,1179232.427,Non Leadership Position
20190795,Candidate20190795,Male,34,Nirmit,6,USA,Developed Country,Analyst,1047090,3,16,43723,,,,10,9,0.04,341,119019.23,1166109.23,Non Leadership Position
20190796,Candidate20190796,Male,44,Kashish,6,Japan,Developed Country,Analyst,1086542,4,14,43791,,,,19,10,0.06,350,126763.2333,1213305.233,Non Leadership Position
20190800,Candidate20190800,Male,42,Kashish,3,China,Developing Country,Associate,1379255,4,12,43640,,,,19,8,0.04,310,142523.0167,1521778.017,Non Leadership Position
20190803,Candidate20190803,Female,25,Saksham,3,Brazil,Developing Country,Analyst,810465,1,13,43586,,,,3,3,0.09,303,81856.965,892321.965,Non Leadership Position
20190806,Candidate20190806,Male,46,Kashish,6,Japan,Developed Country,Analyst,1060667,1,12,43635,,,,20,10,0.06,352,124451.5947,1185118.595,Non Leadership Position
20190810,Candidate20190810,Female,26,Nirmit,6,USA,Developed Country,Associate,1157218,3,16,43688,,,,4,4,0.1,302,116493.2787,1273711.279,Non Leadership Position
20190811,Candidate20190811,Male,38,Kashish,6,Japan,Developed Country,Analyst,1118093,2,12,43660,,,,12,7,0.06,355,132307.6717,1250400.672,Non Leadership Position
20190814,Candidate20190814,Male,33,Hashim,6,China,Developing Country,Associate,1382334,1,15,43487,,,,8,8,0.05,349,160811.522,1543145.522,Non Leadership Position
20190824,Candidate20190824,Female,22,Nirmit,5,China,Developing Country,Associate,1113181,2,14,43541,,,,0,4,0.11,304,112802.3413,1225983.341,Non Leadership Position
20190826,Candidate20190826,Female,27,Nirmit,6,Japan,Developed Country,Analyst,944388,3,12,43594,,,,1,4,0.07,316,99475.536,1043863.536,Non Leadership Position
20190833,Candidate20190833,Male,34,Nirmit,6,USA,Developed Country,Analyst,1023484,4,12,43538,,,,11,10,0.05,326,111218.5947,1134702.595,Non Leadership Position
20190839,Candidate20190839,Female,22,Nirmit,6,Japan,Developed Country,Analyst,997249,4,12,43741,,,,0,7,0.08,316,105043.5613,1102292.561,Non Leadership Position
20190841,Candidate20190841,Male,55,Nirmit,2,USA,Developed Country,Analyst,1156056,1,14,43707,44157,Retirement,Left,29,5,0.07,345,132946.44,1289002.44,Non Leadership Position
20190843,Candidate20190843,Female,28,Khushi,1,Japan,Developed Country,Analyst,921844,1,14,43773,,,,4,4,0.07,319,98022.74533,1019866.745,Non Leadership Position
20190844,Candidate20190844,Male,55,Saksham,6,Japan,Developed Country,Analyst,1052196,2,15,43624,44168,Retirement,Left,29,1,0.09,307,107674.724,1159870.724,Non Leadership Position
20190846,Candidate20190846,Female,52,Hashim,6,India,Developing Country,MD,1689573,4,12,43773,,,,26,6,0.1,319,179657.929,1869230.929,Leadership Position
20190852,Candidate20190852,Male,39,Kashish,6,Japan,Developed Country,Analyst,1000767,3,13,43693,,,,14,7,0.08,336,112085.904,1112852.904,Non Leadership Position
20190853,Candidate20190853,Male,27,Nirmit,6,India,Developing Country,Analyst,1148897,4,14,43674,,,,5,10,0.06,337,129059.4297,1277956.43,Non Leadership Position
20190854,Candidate20190854,Male,49,Hashim,6,Japan,Developed Country,Analyst,1127530,4,14,43543,,,,23,9,0.09,307,115383.9033,1242913.903,Non Leadership Position
20190855,Candidate20190855,Male,53,Saksham,6,Japan,Developed Country,Analyst,1104850,1,13,43778,,,,30,10,0.07,348,128162.6,1233012.6,Non Leadership Position
20190856,Candidate20190856,Male,51,Khushi,6,Brazil,Developing Country,MD,1873824,4,12,43752,,,,29,10,0.09,328,204871.424,2078695.424,Leadership Position
20190857,Candidate20190857,Male,25,Hashim,6,China,Developing Country,Associate,1241456,3,15,43786,,,,3,10,0.05,331,136973.9787,1378429.979,Non Leadership Position
20190860,Candidate20190860,Male,52,Kashish,5,USA,Developed Country,Analyst,1083125,2,14,43563,,,,27,7,0.04,342,123476.25,1206601.25,Non Leadership Position
20190867,Candidate20190867,Male,40,Kashish,4,India,Developing Country,ED,1605310,3,13,43537,,,,17,9,0.04,312,166952.24,1772262.24,Leadership Position
20190869,Candidate20190869,Male,46,Nirmit,6,Japan,Developed Country,Analyst,1028959,2,15,43521,,,,23,9,0.04,313,107354.7223,1136313.722,Non Leadership Position
20190871,Candidate20190871,Male,38,Khushi,6,Japan,Developed Country,Analyst,1099416,3,16,43491,,,,13,7,0.08,308,112873.376,1212289.376,Non Leadership Position
20190873,Candidate20190873,Female,26,Khushi,6,USA,Developed Country,Analyst,969221,3,13,43655,,,,4,5,0.07,318,102737.426,1071958.426,Non Leadership Position
20190874,Candidate20190874,Male,23,Saksham,6,Japan,Developed Country,Associate,1233851,1,14,43613,,,,1,10,0.08,338,139013.8793,1372864.879,Non Leadership Position
20190875,Candidate20190875,Male,51,Saksham,6,Japan,Developed Country,Associate,1238618,2,16,43769,,,,29,9,0.09,329,135835.1073,1374453.107,Non Leadership Position
20190880,Candidate20190880,Male,37,Nirmit,6,USA,Developed Country,Analyst,1104194,4,15,43711,,,,11,7,0.08,317,116676.4993,1220870.499,Non Leadership Position
20190881,Candidate20190881,Male,29,Khushi,6,China,Developing Country,Associate,1342453,4,13,43621,,,,7,8,0.07,356,159304.4227,1501757.423,Non Leadership Position
20190883,Candidate20190883,Female,36,Hashim,6,China,Developing Country,MD,1684518,4,14,43797,,,,14,3,0.11,316,177435.896,1861953.896,Leadership Position
20190893,Candidate20190893,Male,28,Kashish,6,India,Developing Country,Analyst,1017386,1,15,43609,,,,4,9,0.08,356,120729.8053,1138115.805,Non Leadership Position
20190894,Candidate20190894,Male,34,Kashish,6,China,Developing Country,Associate,1285955,1,14,43572,,,,11,9,0.05,327,140169.095,1426124.095,Non Leadership Position
20190899,Candidate20190899,Male,39,Khushi,1,USA,Developed Country,Analyst,1182772,1,17,43649,,,,15,9,0.05,339,133653.236,1316425.236,Non Leadership Position
20190901,Candidate20190901,Male,47,Kashish,6,India,Developing Country,ED,1765175,4,13,43657,,,,25,8,0.08,305,179459.4583,1944634.458,Leadership Position
20190906,Candidate20190906,Male,48,Kashish,6,USA,Developed Country,Analyst,1095470,2,12,43591,,,,23,7,0.04,343,125248.7367,1220718.737,Non Leadership Position
20190911,Candidate20190911,Male,44,Khushi,4,India,Developing Country,Associate,1373067,1,14,43622,,,,22,10,0.08,326,149206.614,1522273.614,Non Leadership Position
20190912,Candidate20190912,Male,45,Nirmit,3,Japan,Developed Country,Associate,1378429,3,12,43679,,,,22,10,0.06,305,140140.2817,1518569.282,Non Leadership Position
20190914,Candidate20190914,Male,54,Khushi,6,India,Developing Country,Associate,1290386,2,12,43772,,,,31,8,0.09,338,145383.4893,1435769.489,Non Leadership Position
20190932,Candidate20190932,Male,37,Hashim,6,USA,Developed Country,Analyst,1166557,3,13,43538,,,,12,10,0.05,337,131043.2363,1297600.236,Non Leadership Position
20190936,Candidate20190936,Male,35,Hashim,6,USA,Developed Country,Analyst,1129206,4,15,43595,,,,11,10,0.04,333,125341.866,1254547.866,Non Leadership Position
20190941,Candidate20190941,Male,33,Nirmit,1,China,Developing Country,Associate,1242442,2,14,43681,,,,10,10,0.06,317,131284.7047,1373726.705,Non Leadership Position
20190943,Candidate20190943,Male,46,Kashish,6,India,Developing Country,Associate,1331472,3,14,43768,,,,23,9,0.08,346,153563.104,1485035.104,Non Leadership Position
20190945,Candidate20190945,Male,48,Kashish,6,Japan,Developed Country,Associate,1289034,4,16,43767,,,,22,9,0.09,335,143942.13,1432976.13,Non Leadership Position
20190946,Candidate20190946,Male,24,Khushi,6,USA,Developed Country,Analyst,1090116,1,16,43667,,,,2,7,0.06,314,114098.808,1204214.808,Non Leadership Position
20190952,Candidate20190952,Female,25,Saksham,2,India,Developing Country,Associate,1151226,4,14,43629,,,,3,8,0.11,309,118576.278,1269802.278,Non Leadership Position
20190955,Candidate20190955,Male,40,Khushi,6,Japan,Developed Country,Associate,1313637,1,13,43659,,,,17,7,0.04,339,148440.981,1462077.981,Non Leadership Position
20190956,Candidate20190956,Male,53,Kashish,5,USA,Developed Country,Analyst,1187661,2,11,43524,,,,27,9,0.06,359,142123.433,1329784.433,Non Leadership Position
20190960,Candidate20190960,Male,49,Kashish,6,USA,Developed Country,Analyst,1179329,3,14,43641,,,,23,10,0.05,335,131691.7383,1311020.738,Non Leadership Position
20190961,Candidate20190961,Female,24,Khushi,6,India,Developing Country,Associate,1106175,1,16,43493,,,,2,3,0.09,314,115779.65,1221954.65,Non Leadership Position
20190965,Candidate20190965,Male,28,Khushi,6,Japan,Developed Country,Associate,1296240,2,13,43702,,,,5,9,0.07,356,153820.48,1450060.48,Non Leadership Position
20190971,Candidate20190971,Male,22,Nirmit,1,Japan,Developed Country,Associate,1398451,3,11,43588,,,,0,8,0.08,328,152897.3093,1551348.309,Non Leadership Position
20190972,Candidate20190972,Male,51,Kashish,1,Japan,Developed Country,Associate,1213600,4,14,43670,,,,27,7,0.08,349,141182.1333,1354782.133,Non Leadership Position
20190973,Candidate20190973,Male,36,Khushi,6,India,Developing Country,Associate,1263720,2,14,43662,,,,12,9,0.06,335,141115.4,1404835.4,Non Leadership Position
20190979,Candidate20190979,Female,50,Khushi,6,USA,Developed Country,Analyst,933737,4,15,43772,,,,28,4,0.11,314,97731.13933,1031468.139,Non Leadership Position
20190980,Candidate20190980,Male,46,Kashish,3,USA,Developed Country,Analyst,1013023,1,13,43706,,,,21,9,0.09,323,109068.8097,1122091.81,Non Leadership Position
20190981,Candidate20190981,Male,51,Saksham,6,Japan,Developed Country,Associate,1255905,1,11,43530,,,,29,9,0.08,329,137730.915,1393635.915,Non Leadership Position
20190983,Candidate20190983,Male,39,Saksham,6,China,Developing Country,Associate,1333799,3,14,43606,,,,17,7,0.08,304,135158.2987,1468957.299,Non Leadership Position
20190988,Candidate20190988,Male,49,Kashish,6,USA,Developed Country,Analyst,1040340,2,13,43735,,,,27,8,0.07,326,113050.28,1153390.28,Non Leadership Position
20191000,Candidate20191000,Female,27,Hashim,6,India,Developing Country,Associate,1056799,3,12,43521,,,,5,3,0.11,307,108145.7643,1164944.764,Non Leadership Position
20190005,Candidate20190005,Male,47,Hashim,2,Japan,Developed Country,ED,1676821,1,17,43570,,,,25,8,0.07,331,185009.2503,1861830.25,Leadership Position
20190017,Candidate20190017,Male,46,Saksham,6,Japan,Developed Country,ED,1766818,2,14,43796,,,,24,9,0.09,315,185515.89,1952333.89,Leadership Position
20190020,Candidate20190020,Female,26,Khushi,6,USA,Developed Country,Analyst,851871,1,12,43554,44081,Negative Work Culture,Left,4,6,0.07,305,86606.885,938477.885,Non Leadership Position
20190024,Candidate20190024,Male,44,Khushi,6,Brazil,Developing Country,ED,1708857,1,15,43808,,,,18,9,0.05,325,185126.175,1893983.175,Leadership Position
20190029,Candidate20190029,Male,48,Saksham,6,Japan,Developed Country,Associate,1219414,1,15,43608,44140,Negative Work Culture,Left,22,8,0.08,346,140639.0813,1360053.081,Non Leadership Position
20190042,Candidate20190042,Male,53,Nirmit,6,China,Developing Country,ED,1748867,1,13,43655,,,,28,8,0.08,338,197039.0153,1945906.015,Leadership Position
20190053,Candidate20190053,Male,39,Saksham,6,India,Developing Country,MD,1951283,1,15,43694,,,,13,7,0.04,314,204234.2873,2155517.287,Leadership Position
20190054,Candidate20190054,Male,48,Saksham,6,USA,Developed Country,ED,1618363,1,14,43810,,,,26,7,0.05,301,162375.7543,1780738.754,Leadership Position
20190062,Candidate20190062,Female,26,Nirmit,6,USA,Developed Country,Analyst,968279,2,15,43518,43929,Negative Work Culture,Left,4,5,0.09,306,98764.458,1067043.458,Non Leadership Position
20190078,Candidate20190078,Male,46,Nirmit,6,Japan,Developed Country,ED,1733749,3,14,43533,,,,21,7,0.04,360,208049.88,1941798.88,Leadership Position
20190087,Candidate20190087,Female,27,Saksham,6,Brazil,Developing Country,Analyst,888228,2,15,43742,43972,Pay Disparity,Left,2,5,0.07,310,91783.56,980011.56,Non Leadership Position
20190088,Candidate20190088,Male,36,Nirmit,6,China,Developing Country,ED,1715776,2,15,43528,,,,14,9,0.09,346,197886.1653,1913662.165,Leadership Position
20190092,Candidate20190092,Male,46,Kashish,6,India,Developing Country,MD,1864145,2,16,43614,,,,21,10,0.06,309,192006.935,2056151.935,Leadership Position
20190095,Candidate20190095,Male,53,Nirmit,6,USA,Developed Country,ED,1620994,3,14,43571,,,,31,9,0.04,358,193438.6173,1814432.617,Leadership Position
20190106,Candidate20190106,Male,32,Saksham,1,India,Developing Country,Analyst,1014066,3,16,43523,43981,Negative Work Culture,Left,6,8,0.07,341,115265.502,1129331.502,Non Leadership Position
20190120,Candidate20190120,Male,44,Kashish,6,India,Developing Country,ED,1728191,1,15,43769,,,,18,10,0.04,347,199894.0923,1928085.092,Leadership Position
20190130,Candidate20190130,Male,41,Saksham,6,USA,Developed Country,ED,1740529,4,13,43604,,,,18,7,0.06,323,187396.9557,1927925.956,Leadership Position
20190135,Candidate20190135,Male,28,Hashim,6,Japan,Developed Country,Analyst,1197649,1,16,43494,,,,5,9,0.06,319,127350.0103,1324999.01,Non Leadership Position
20190138,Candidate20190138,Female,40,Saksham,6,USA,Developed Country,MD,1622199,2,11,43495,,,,16,3,0.07,311,168167.963,1790366.963,Leadership Position
20190140,Candidate20190140,Male,32,Saksham,6,Japan,Developed Country,Analyst,1139718,2,15,43550,44172,Negative Work Culture,Left,10,10,0.05,336,127648.416,1267366.416,Non Leadership Position
20190154,Candidate20190154,Female,36,Hashim,6,India,Developing Country,ED,1506887,2,13,43550,,,,10,6,0.09,316,158725.4307,1665612.431,Leadership Position
20190158,Candidate20190158,Male,44,Nirmit,1,Japan,Developed Country,MD,1887386,1,12,43622,,,,22,10,0.07,304,191255.1147,2078641.115,Leadership Position
20190161,Candidate20190161,Female,42,Khushi,6,Japan,Developed Country,MD,1637381,2,15,43718,,,,19,7,0.08,319,174108.1797,1811489.18,Leadership Position
20190162,Candidate20190162,Male,23,Khushi,4,Japan,Developed Country,Associate,1247861,3,12,43527,,,,1,10,0.04,322,133937.0807,1381798.081,Non Leadership Position
20190163,Candidate20190163,Female,50,Hashim,6,Brazil,Developing Country,ED,1444532,2,16,43489,,,,27,10,0.07,305,146860.7533,1591392.753,Leadership Position
20190181,Candidate20190181,Male,48,Hashim,1,Japan,Developed Country,MD,1897090,3,11,43547,,,,25,9,0.08,344,217532.9867,2114622.987,Leadership Position
20190183,Candidate20190183,Male,46,Saksham,6,Japan,Developed Country,MD,1850513,4,12,43600,,,,24,8,0.09,311,191836.5143,2042349.514,Leadership Position
20190192,Candidate20190192,Male,33,Hashim,6,Brazil,Developing Country,Associate,1223275,1,15,43751,,,,7,10,0.06,359,146385.2417,1369660.242,Non Leadership Position
20190193,Candidate20190193,Male,42,Kashish,6,Japan,Developed Country,Analyst,1070186,1,13,43583,,,,20,10,0.06,330,117720.46,1187906.46,Non Leadership Position
20190197,Candidate20190197,Male,36,Kashish,3,Japan,Developed Country,Associate,1285848,1,16,43554,44048,Negative Work Culture,Left,13,9,0.04,323,138442.968,1424290.968,Non Leadership Position
20190208,Candidate20190208,Male,28,Kashish,6,China,Developing Country,Analyst,1033762,2,13,43624,44058,Negative Work Culture,Left,6,7,0.09,327,112680.058,1146442.058,Non Leadership Position
20190210,Candidate20190210,Female,26,Hashim,6,USA,Developed Country,Analyst,864487,4,12,43528,44001,Negative Work Culture,Left,4,7,0.09,318,91635.622,956122.622,Non Leadership Position
20190211,Candidate20190211,Male,49,Hashim,6,Japan,Developed Country,Analyst,1169379,3,13,43571,44166,Negative Work Culture,Left,25,7,0.08,304,118497.072,1287876.072,Non Leadership Position
20190215,Candidate20190215,Female,25,Nirmit,4,USA,Developed Country,Analyst,930959,1,14,43695,44096,Pay Disparity,Left,3,3,0.11,308,95578.45733,1026537.457,Non Leadership Position
20190223,Candidate20190223,Male,23,Kashish,6,Japan,Developed Country,Analyst,1000856,4,13,43716,44024,Negative Work Culture,Left,1,7,0.09,309,103088.168,1103944.168,Non Leadership Position
20190224,Candidate20190224,Male,41,Hashim,6,China,Developing Country,MD,1832985,1,16,43531,,,,18,7,0.04,349,213237.255,2046222.255,Leadership Position
20190227,Candidate20190227,Male,25,Saksham,6,USA,Developed Country,Analyst,1083345,2,14,43605,,,,3,10,0.07,344,124223.56,1207568.56,Non Leadership Position
20190240,Candidate20190240,Female,38,Khushi,6,Brazil,Developing Country,ED,1473442,3,14,43545,,,,13,10,0.11,313,153729.1153,1627171.115,Leadership Position
20190246,Candidate20190246,Male,47,Kashish,6,USA,Developed Country,MD,1874557,3,11,43519,,,,22,10,0.08,334,208700.6793,2083257.679,Leadership Position
20190251,Candidate20190251,Male,44,Kashish,4,India,Developing Country,Analyst,1116301,1,13,43644,,,,18,7,0.05,312,116095.304,1232396.304,Non Leadership Position
20190255,Candidate20190255,Male,49,Khushi,6,USA,Developed Country,MD,1873933,4,16,43499,,,,26,9,0.06,332,207381.9187,2081314.919,Leadership Position
20190256,Candidate20190256,Female,22,Hashim,6,Brazil,Developing Country,Associate,1033271,2,14,43616,,,,0,5,0.09,306,105393.642,1138664.642,Non Leadership Position
20190257,Candidate20190257,Male,22,Kashish,3,USA,Developed Country,Analyst,1167745,3,13,43701,,,,0,10,0.05,300,116774.5,1284519.5,Non Leadership Position
20190259,Candidate20190259,Male,40,Saksham,6,Japan,Developed Country,Associate,1208140,4,13,43664,43931,Negative Work Culture,Left,16,10,0.08,348,140144.24,1348284.24,Non Leadership Position
20190267,Candidate20190267,Male,23,Kashish,6,Japan,Developed Country,Analyst,1145180,1,13,43530,44018,Negative Work Culture,Left,1,8,0.05,322,122915.9867,1268095.987,Non Leadership Position
20190272,Candidate20190272,Female,23,Khushi,6,China,Developing Country,Analyst,887506,3,13,43809,44026,Pay Disparity,Left,1,4,0.11,315,93188.13,980694.13,Non Leadership Position
20190276,Candidate20190276,Male,27,Hashim,6,USA,Developed Country,Analyst,1021143,4,13,43659,43980,Negative Work Culture,Left,4,7,0.08,330,112325.73,1133468.73,Non Leadership Position
20190278,Candidate20190278,Male,34,Nirmit,6,USA,Developed Country,Analyst,1030994,1,14,43607,,,,9,9,0.09,349,119938.9687,1150932.969,Non Leadership Position
20190279,Candidate20190279,Male,41,Hashim,6,USA,Developed Country,Analyst,1033923,2,17,43762,,,,18,8,0.06,348,119935.068,1153858.068,Non Leadership Position
20190289,Candidate20190289,Male,23,Khushi,6,Japan,Developed Country,Associate,1329023,1,15,43734,,,,1,8,0.09,355,157267.7217,1486290.722,Non Leadership Position
20190290,Candidate20190290,Male,26,Hashim,6,Japan,Developed Country,Analyst,1175284,3,14,43589,,,,4,9,0.07,340,133198.8533,1308482.853,Non Leadership Position
20190294,Candidate20190294,Male,39,Saksham,6,China,Developing Country,MD,1880208,2,13,43482,,,,16,9,0.06,351,219984.336,2100192.336,Leadership Position
20190296,Candidate20190296,Female,27,Nirmit,6,Japan,Developed Country,Analyst,957763,4,14,43744,,,,3,8,0.08,318,101522.878,1059285.878,Non Leadership Position
20190304,Candidate20190304,Male,25,Khushi,1,Japan,Developed Country,Associate,1275563,2,15,43656,44034,Better Opportunities,Left,3,10,0.06,326,138611.1793,1414174.179,Non Leadership Position
20190310,Candidate20190310,Male,22,Kashish,6,China,Developing Country,Analyst,1192380,4,16,43806,44063,Better Opportunities,Left,0,7,0.06,348,138316.08,1330696.08,Non Leadership Position
20190311,Candidate20190311,Male,26,Nirmit,6,USA,Developed Country,Analyst,1074946,4,14,43572,44025,Better Opportunities,Left,4,10,0.08,360,128993.52,1203939.52,Non Leadership Position
20190314,Candidate20190314,Male,51,Nirmit,6,USA,Developed Country,Analyst,1013418,1,14,43693,43933,Better Opportunities,Left,28,9,0.04,307,103706.442,1117124.442,Non Leadership Position
